rowid,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_kepflag,pl_k2flag,kepler,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_eqt,pl_disc,pl_instrument,solarsystemflag
2314,Kepler-435,b,Transit,8.6001536,0.0948,0.114,85.51,0.84,Mass,1.99,0.131,1,0,1,2070,13.643,Kepler-band,6161,1.54,3.21,42018,1729,2015,Kepler CCD Array,0
1017,Kepler-12,b,Transit,4.4379629,0.0553,,88.796,0.432,Mass,1.754,0.11,1,0,1,600,13.8,V (Johnson),5947,1.17,1.48,42292,1480,2011,Kepler CCD Array,0
2336,Kepler-447,b,Transit,7.79430132,0.0769,0.123,86.55,1.37,Mass,1.65,0.4,1,0,1,,12.394,Kepler-band,5493,1,1.05,42054,,2015,Kepler CCD Array,0
2667,Kepler-7,b,Transit,4.8854892,0.06067,,85.161,0.441,Mass,1.622,0.14,1,0,1,,12.885,Kepler-band,5933,1.36,1.97,42292,1630,2009,Kepler CCD Array,0
731,KOI-13,b,Transit,1.763588,0.03641,0.00064,86.77,9.28,Mass,1.512,3.6,1,0,1,,9.958,Kepler-band,7650,1.72,1.74,42292,2550,2011,Kepler CCD Array,0
188,HAT-P-56,b,Transit,2.7908327,0.0423,0.246,82.13,2.18,Mass,1.466,0.86,0,1,1,310.5,10.908,V (Johnson),6566,1.3,1.43,42208,1840,2015,2K CCD Sensor,0
2312,Kepler-433,b,Transit,5.33408384,0.0679,0.119,89.21,2.82,Mass,1.45,1.13,1,0,1,1870,14.463,Kepler-band,6360,1.46,2.26,42018,1776,2015,Kepler CCD Array,0
730,KOI-12,b,Transit,17.8552333,0.151,0.72,88.95,10,Mass,1.43,,1,0,1,426,11.353,Kepler-band,6820,1.45,1.63,42138,,2015,Kepler CCD Array,0
2402,Kepler-5,b,Transit,3.5484657,0.0538,,89.14,2.111,Mass,1.426,0.4,1,0,1,,13.369,Kepler-band,6297,1.37,1.79,42292,1750,2009,Kepler CCD Array,0
191,HAT-P-7,b,Transit,2.2047354,0.0355,0,83.143,1.781,Mass,1.419,0.8,1,0,1,320,10.463,Kepler-band,6350,1.47,1.84,42292,2200,2008,2K CCD Sensor,0
2789,Kepler-8,b,Transit,3.5224991,0.0474,,83.978,0.59,Mass,1.416,0.27,1,0,1,1330,13.9,V (Johnson),6213,1.21,1.49,42292,1680,2010,Kepler CCD Array,0
2933,Kepler-91,b,Transit,6.24658,0.0731,,69.68,0.81,Mass,1.367,0.4,1,0,1,1030,12.495,Kepler-band,4550,1.31,6.3,42292,2040,2013,Kepler CCD Array,0
2738,Kepler-76,b,Orbital Brightness Modulation,1.5449298,0.0274,,77.55,2.01,Mass,1.36,1.1,1,0,1,,13.308,Kepler-band,6409,1.2,1.32,42292,2140,2013,Kepler CCD Array,0
700,K2-34,b,Transit,2.995607,0.04419,0,82.06,1.76,Mass,1.35,0.94,0,1,1,377,11.548,V (Johnson),6132,1.28,1.53,42524,1742,2016,Kepler CCD Array,0
2278,Kepler-412,b,Transit,1.7208604,0.02897,,80.559,0.941,Mass,1.341,0.52,1,0,1,1056,13.73,V (Johnson),5750,1.17,1.29,42292,1850,2014,Kepler CCD Array,0
1617,Kepler-17,b,Transit,1.4857108,0.02591,0.011,87.2,2.45,Mass,1.31,1.35,1,0,1,800,14.141,Kepler-band,5781,1.16,1.05,41773,1570,2011,Kepler CCD Array,0
2538,Kepler-6,b,Transit,3.2346996,0.04852,,88.93,0.668,Mass,1.304,0.4,1,0,1,,13.303,Kepler-band,5647,1.21,1.39,42292,1460,2009,Kepler CCD Array,0
2274,Kepler-41,b,Transit,1.8555582,0.03101,0,82.51,0.56,Mass,1.29,0.33,1,0,1,770,14.465,Kepler-band,5750,1.15,1.29,42033,1790,2011,Kepler CCD Array,0
3225,WASP-75,b,Transit,2.484193,0.0375,0,82,1.07,Mass,1.27,0.69,0,1,1,260,11.45,V (Johnson),6100,1.14,1.26,41773,1710,2013,iKon-L CCD Camera,0
3128,TrES-2,b,Transit,2.47061317,0.0367,,83.872,1.197,Mass,1.247,0.8,1,0,1,213,11.411,V (Johnson),5850,0.98,1,42292,1470,2006,2K CCD Sensor,0
2227,Kepler-39,b,Transit,21.08721,0.164,0.112,89.07,20.1,Mass,1.24,13,1,0,1,1200,14.46,V (Johnson),6350,1.29,1.4,42033,897,2011,Kepler CCD Array,0
2302,Kepler-427,b,Transit,10.290994,0.091,0.57,89.5,0.29,Mass,1.23,0.16,1,0,1,1100,14.42,V (Johnson),5800,0.96,1.35,41915,1100,2014,Kepler CCD Array,0
2304,Kepler-43,b,Transit,3.0240949,0.046,,84.646,3.23,Mass,1.219,5,1,0,1,1950,13.958,Kepler-band,6041,1.32,1.42,42292,1620,2011,Kepler CCD Array,0
3173,WASP-28,b,Transit,3.40883,0.04469,0,88.61,0.907,Mass,1.213,0.676,0,1,1,410,12.03,V (Johnson),6150,1.02,1.09,42068,1468,2014,iKon-L CCD Camera,0
2886,Kepler-87,b,Transit,114.73635,0.481,0.036,89.274,1.02,Mass,1.204,0.729,1,0,1,,14.6,Kepler-band,5600,1.1,1.82,41773,478,2013,Kepler CCD Array,0
2297,Kepler-423,b,Transit,2.6843285,0.03585,0.019,87.828,0.595,Mass,1.192,0.459,1,0,1,725,14.29,Kepler-band,5560,0.85,0.95,42026,1605,2014,Kepler CCD Array,0
690,K2-29,b,Transit,3.2588321,0.04217,0.066,86.656,0.73,Mass,1.19,0.53,0,1,1,185,12.526,V (Johnson),5358,0.94,0.86,42453,1171,2016,Kepler CCD Array,0
2251,Kepler-40,b,Transit,6.87349,0.08,0,89.7,2.2,Mass,1.17,1.68,1,0,1,2700,14.588,Kepler-band,6510,1.48,2.13,41773,1620,2010,Kepler CCD Array,0
2296,Kepler-422,b,Transit,7.8914483,0.082,,,0.43,Mass,1.15,0.38,1,0,1,,13.435,Kepler-band,5972,1.15,1.24,41915,,2014,Kepler CCD Array,0
2310,Kepler-432,b,Transit,52.501129,0.301,0.5134,88.17,5.41,Mass,1.145,4.46,1,0,1,870,12.465,V (Johnson),4995,1.32,4.06,42124,,2015,Kepler CCD Array,0
2313,Kepler-434,b,Transit,12.8747099,0.1143,0.131,86.46,2.86,Mass,1.13,2.4,1,0,1,1240,14.517,Kepler-band,5977,1.2,1.38,42018,1000,2015,Kepler CCD Array,0
2001,Kepler-302,c,Transit,127.282184,0.503,,,,,1.111,,1,0,1,,15.505,Kepler-band,5740,,1.22,41773,,2014,Kepler CCD Array,0
734,KOI-217,b,Transit,3.90512,0.0477,0,89.8,,,1.11,,1,0,1,800,15.127,Kepler-band,5545,0.95,0.86,41773,,2010,Kepler CCD Array,0
982,Kepler-117,c,Transit,50.790391,0.2804,0.0323,89.64,1.84,Mass,1.101,1.74,1,0,1,1430,14.274,Kepler-band,6150,1.13,1.61,41962,704,2014,Kepler CCD Array,0
1993,Kepler-30,c,Transit,60.323105,0.3,0.0111,90.323,2.01,Mass,1.097,1.88,1,0,1,1400,15.403,Kepler-band,5498,0.99,0.95,41773,,2012,Kepler CCD Array,0
2320,Kepler-44,b,Transit,3.2467293,0.0446,0.066,84.96,1,Mass,1.09,0.93,1,0,1,2250,14.678,Kepler-band,5800,1.12,1.35,42033,1544,2011,Kepler CCD Array,0
2301,Kepler-426,b,Transit,3.21751883,0.0414,0.18,85.74,0.34,Mass,1.09,0.26,1,0,1,880,15.073,V (Johnson),5725,0.91,0.92,41915,1300,2014,Kepler CCD Array,0
2303,Kepler-428,b,Transit,3.52563254,0.0433,0.22,89.36,1.27,Mass,1.08,1.02,1,0,1,720,15.405,V (Johnson),5150,0.87,0.8,41915,1070,2014,Kepler CCD Array,0
3160,WASP-157,b,Transit,3.9516205,0.0529,0,84.93,0.574,Mass,1.065,0.64,0,1,1,,12.91,V (Johnson),5838,1.26,1.13,42544,1339,2016,iKon-L CCD Camera,0
1600,Kepler-1647,b,Transit,1107.5923,2.7205,0.0581,90.097,1.51968,Mass,1.059,,1,0,1,,13.545,Kepler-band,6210,1.22,1.79,42509,,2016,Kepler CCD Array,0
2722,Kepler-75,b,Transit,8.8849116,0.0818,0.57,89.12,10.1,Mass,1.05,11,1,0,1,1140,15.264,Kepler-band,5200,0.91,0.89,42033,767,2013,Kepler CCD Array,0
694,K2-30,b,Transit,4.098503,0.04839,0,86.92,0.579,Mass,1.039,0.64,0,1,1,278,13.53,V (Johnson),5425,0.9,0.84,42474,1092,2016,Kepler CCD Array,0
1958,Kepler-289,c,Transit,125.8518,0.51,,89.794,0.42,Mass,1.034,0.47,1,0,1,700,13.956,Kepler-band,5990,1.08,1,41962,,2014,Kepler CCD Array,0
741,KOI-351,h,Transit,331.60059,1.01,,89.6,,,1.008,,1,0,1,780,13.804,Kepler-band,6080,1.2,1.2,41773,,2013,Kepler CCD Array,0
746,KOI-94,d,Transit,22.342989,0.1684,0.022,89.871,0.334,Mass,1.005,0.363,1,0,1,,12.205,Kepler-band,6182,1.28,1.52,41773,806,2013,Kepler CCD Array,0
,Jupiter,,,,5.2028,,,,,1,,,,,,,,5778,,,,,,,1
2300,Kepler-425,b,Transit,3.79701816,0.0464,0.33,87.02,0.25,Mass,0.978,0.27,1,0,1,650,14.97,V (Johnson),5170,0.93,0.86,41915,1070,2014,Kepler CCD Array,0
2339,Kepler-45,b,Transit,2.455239,0.03,0.11,87,0.505,Mass,0.96,0.8,1,0,1,333,16.88,V (Johnson),3820,0.59,0.55,41773,1000,2011,Kepler CCD Array,0
1408,Kepler-15,b,Transit,4.942782,0.05714,0.06,87.44,0.66,Mass,0.96,0.93,1,0,1,,13.758,Kepler-band,5515,1.02,0.99,41773,,2011,Kepler CCD Array,0
2711,Kepler-74,b,Transit,7.340711,0.0781,0,87.46,0.63,Mass,0.96,0.88,1,0,1,1330,14.23,V (Johnson),6000,1.18,1.12,42033,1078,2013,Kepler CCD Array,0
2751,Kepler-77,b,Transit,3.57878087,0.04501,0,88,0.43,Mass,0.96,0.603,1,0,1,570,13.938,Kepler-band,5520,0.95,0.99,41773,1440,2013,Kepler CCD Array,0
2289,Kepler-419,b,Transit,69.7546,0.37,0.833,88.95,2.5,Mass,0.96,,1,0,1,,13.005,Kepler-band,6430,1.39,1.74,41815,,2014,Kepler CCD Array,0
2294,Kepler-420,b,Transit,86.647661,0.382,0.772,89.66,1.45,Mass,0.94,2.1,1,0,1,900,14.867,V (Johnson),5520,0.99,1.13,41815,511,2014,Kepler CCD Array,0
1609,Kepler-167,e,Transit,1071.23228,1.89,0.062,89.976,,,0.906,,1,0,1,330,14.023,Kepler-band,4890,0.77,0.73,42439,131,2016,Kepler CCD Array,0
3102,PH2,b,Transit,282.5255,0.828,0.41,89.83,,,0.903,,1,0,1,,12.62,Kepler-band,5629,0.94,1,41773,281,2013,Kepler CCD Array,0
2298,Kepler-424,b,Transit,3.3118644,0.044,,,1.03,Mass,0.89,1.94,1,0,1,,14.256,Kepler-band,5460,1.01,0.94,41915,,2014,Kepler CCD Array,0
2489,Kepler-56,c,Transit,21.40239,0.1652,,,0.57,Mass,0.874,1.06,1,0,1,,12.44,Kepler-band,4840,1.32,4.23,41773,,2012,Kepler CCD Array,0
2417,Kepler-51,d,Transit,130.194,0.509,0.008,,0.024,Mass,0.865,0.046,1,0,1,,14.669,Kepler-band,6018,1.04,0.94,41773,381,2014,Kepler CCD Array,0
2919,Kepler-9,b,Transit,19.24,0.14,0.15,,0.252,Mass,0.842,0.524,1,0,1,650,13.803,Kepler-band,5777,1.07,1.02,41773,,2010,Kepler CCD Array,0
,Saturn,,,,9.5388,,,,,0.833,,,,,,,,5778,,,,,,,1
2920,Kepler-9,c,Transit,38.91,0.225,0.13,,0.171,Mass,0.823,0.383,1,0,1,650,13.803,Kepler-band,5777,1.07,1.02,41773,,2010,Kepler CCD Array,0
2348,Kepler-46,b,Transit,33.60134,0.1968,0.01,89.038,6,Mass,0.808,14,1,0,1,855,15.262,Kepler-band,5309,0.9,0.79,41773,543,2012,Kepler CCD Array,0
2416,Kepler-51,c,Transit,85.312,0.384,0.014,,0.013,Mass,0.803,0.03,1,0,1,,14.669,Kepler-band,6018,1.04,0.94,41773,439,2012,Kepler CCD Array,0
1994,Kepler-30,d,Transit,143.34394,0.5,0.022,89.841,0.073,Mass,0.785,0.19,1,0,1,1400,15.403,Kepler-band,5498,0.99,0.95,41773,,2012,Kepler CCD Array,0
861,Kepler-108,b,Transit,49.183921,0.292,,,,,0.772,,1,0,1,,12.654,Kepler-band,5854,0.87,2.19,41773,,2014,Kepler CCD Array,0
2106,Kepler-34,b,Transit,288.822,1.0896,0.182,90.355,0.22,Mass,0.764,0.613,1,0,1,1499,14.875,Kepler-band,5913,1.05,1.16,41773,,2011,Kepler CCD Array,0
1539,Kepler-16,b,Transit,228.776,0.7048,0.0069,90.032,0.333,Mass,0.754,0.964,1,0,1,61,11.762,Kepler-band,4450,0.69,0.65,41773,,2011,Kepler CCD Array,0
2456,Kepler-539,b,Transit,125.63243,0.4988,0.39,89.845,0.97,Mass,0.747,2.9,1,0,1,313,12.391,Kepler-band,5820,1.05,0.95,42500,388,2016,Kepler CCD Array,0
701,K2-39,b,Transit,4.60543,0.062,0,80.39,0.15826,Mass,0.732,0.5,0,1,1,,10.832,V (Johnson),4881,1.53,3.88,42524,,2016,Kepler CCD Array,0
862,Kepler-108,c,Transit,190.323494,0.721,,,,,0.73,,1,0,1,,12.654,Kepler-band,5854,0.87,2.19,41773,,2014,Kepler CCD Array,0
2131,Kepler-35,b,Transit,131.458,0.60347,0.042,90.76,0.127,Mass,0.728,0.41,1,0,1,1645,15.726,Kepler-band,5606,0.89,1.03,41773,,2011,Kepler CCD Array,0
740,KOI-351,g,Transit,210.60697,0.71,,89.8,,,0.723,,1,0,1,780,13.804,Kepler-band,6080,1.2,1.2,41773,,2013,Kepler CCD Array,0
981,Kepler-117,b,Transit,18.7959228,0.1445,0.0493,88.74,0.094,Mass,0.719,0.3,1,0,1,1430,14.274,Kepler-band,6150,1.13,1.61,41962,984,2014,Kepler CCD Array,0
685,K2-24,c,Transit,42.3633,0.247,0,89.76,0.08495,Mass,0.698,0.31,0,1,1,181,11.28,V (Johnson),5743,1.12,1.21,42411,606,2016,Kepler CCD Array,0
994,Kepler-118,c,Transit,20.17202,0.141,,,,,0.685,,1,0,1,,14.711,Kepler-band,5274,0.86,1.09,41773,,2014,Kepler CCD Array,0
669,K2-11,b,Transit,39.93767,0.2257,,,,,0.674,,0,1,1,2019,13.386,V (Johnson),5433,1.35,5.15,42201,734,2015,Kepler CCD Array,0
678,K2-19,b,Transit,7.921101,0.0762,0.119,88.87,0.13844,Mass,0.666,0.492,0,1,1,291,13.002,V (Johnson),5390,0.95,0.91,42327,,2015,Kepler CCD Array,0
906,Kepler-111,c,Transit,224.784608,0.761,,,,,0.651,,1,0,1,,13.492,Kepler-band,5952,,1.16,41773,,2014,Kepler CCD Array,0
2777,Kepler-79,d,Transit,52.0902,0.287,0.025,89.93,0.019,Mass,0.639,0.09,1,0,1,,13.914,Kepler-band,6174,1.17,1.3,42439,,2014,Kepler CCD Array,0
2415,Kepler-51,b,Transit,45.154,0.2514,0.04,,0.007,Mass,0.633,0.03,1,0,1,,14.669,Kepler-band,6018,1.04,0.94,41773,543,2012,Kepler CCD Array,0
1647,Kepler-18,d,Transit,14.85888,0.1172,0,88.07,0.052,Mass,0.623,0.27,1,0,1,,13.549,Kepler-band,5345,0.97,1.11,41773,,2011,Kepler CCD Array,0
747,KOI-94,e,Transit,54.32031,0.3046,0.019,89.76,0.11,Mass,0.585,0.6,1,0,1,,12.205,Kepler-band,6182,1.28,1.52,41773,584,2013,Kepler CCD Array,0
1984,Kepler-297,c,Transit,74.920137,0.336,,,,,0.583,,1,0,1,,14.232,Kepler-band,5619,,0.92,41773,,2014,Kepler CCD Array,0
2488,Kepler-56,b,Transit,10.5016,0.1028,,,0.07,Mass,0.581,0.442,1,0,1,,12.44,Kepler-band,4840,1.32,4.23,41773,,2012,Kepler CCD Array,0
2344,Kepler-453,b,Transit,240.503,0.7903,0.0359,89.443,0.00063,Mass,0.553,,1,0,1,,13.552,Kepler-band,5527,0.94,0.83,42194,,2015,Kepler CCD Array,0
3101,PH1,b,Transit,138.317,0.652,0.0702,90.05,0.531,Mass,0.551,,1,0,1,1000,13.718,Kepler-band,6407,1.53,1.73,41773,481,2012,Kepler CCD Array,0
2243,Kepler-397,c,Transit,135.498527,0.48,,,,,0.551,,1,0,1,,15.996,Kepler-band,5307,,0.77,41773,,2014,Kepler CCD Array,0
2887,Kepler-87,c,Transit,191.2318,0.676,0.039,89.588,0.02,Mass,0.548,0.152,1,0,1,,14.6,Kepler-band,5600,1.1,1.82,41773,403,2013,Kepler CCD Array,0
2585,Kepler-63,b,Transit,9.4341505,0.08,0.45,87.806,0.378,Mass,0.545,3,1,0,1,200,12.02,V (Johnson),5576,0.98,0.9,41773,,2013,Kepler CCD Array,0
1043,Kepler-122,c,Transit,12.465988,0.108,,,,,0.524,,1,0,1,,14.247,Kepler-band,6050,0.99,1.22,41773,,2014,Kepler CCD Array,0
699,K2-33,b,Transit,5.42513,0.0409,0,86.9,3.6,Mass,0.514,,0,1,1,139,15.714,V (Johnson),3410,0.31,1.1,42544,850,2016,Kepler CCD Array,0
764,Kepler-101,b,Transit,3.4876812,0.0474,0.086,85.82,0.16,Mass,0.51,1.45,1,0,1,,13.8,V (Johnson),5667,1.17,1.56,41907,1513,2014,Kepler CCD Array,0
684,K2-24,b,Transit,20.8851,0.154,0,89.25,0.06607,Mass,0.507,0.63,0,1,1,181,11.28,V (Johnson),5743,1.12,1.21,42411,767,2016,Kepler CCD Array,0
2021,Kepler-31,b,Transit,20.8613,0.16,,,,,0.491,,1,0,1,2100,15.237,Kepler-band,6340,1.21,1.22,41773,,2011,Kepler CCD Array,0
1646,Kepler-18,c,Transit,7.64159,0.0752,0,87.68,0.054,Mass,0.49,0.59,1,0,1,,13.549,Kepler-band,5345,0.97,1.11,41773,,2011,Kepler CCD Array,0
1872,Kepler-257,c,Transit,6.581484,0.066,,,,,0.483,,1,0,1,,15.471,Kepler-band,5180,,1.04,41773,,2014,Kepler CCD Array,0
2076,Kepler-33,d,Transit,21.77596,0.1662,0,88.71,,,0.477,,1,0,1,,13.988,Kepler-band,5904,1.29,1.82,41773,,2011,Kepler CCD Array,0
1937,Kepler-281,c,Transit,36.337373,0.215,,,,,0.474,,1,0,1,,15.773,Kepler-band,5723,0.98,0.9,41773,,2014,Kepler CCD Array,0
2022,Kepler-31,c,Transit,42.6318,0.26,,,4.7,Mass,0.473,,1,0,1,2100,15.237,Kepler-band,6340,1.21,1.22,41773,,2011,Kepler CCD Array,0
1873,Kepler-257,d,Transit,24.664551,0.16,,,,,0.442,,1,0,1,,15.471,Kepler-band,5180,,1.04,41773,,2014,Kepler CCD Array,0
1787,Kepler-229,c,Transit,16.068638,0.117,,,,,0.439,,1,0,1,,15.841,Kepler-band,5120,,0.73,41773,,2014,Kepler CCD Array,0
1906,Kepler-27,c,Transit,31.3309,0.191,,,13.8,Mass,0.437,,1,0,1,,15.855,Kepler-band,5400,0.65,0.59,41773,,2011,Kepler CCD Array,0
818,Kepler-105,b,Transit,5.4122,0.066,0.47,85.94,,,0.429,,1,0,1,,12.791,Kepler-band,5827,0.96,0.89,41773,1418,2013,Kepler CCD Array,0
672,K2-14,b,Transit,8.36802,0.0627,,,,,0.429,,0,1,1,219,16.31,V (Johnson),3789,0.47,0.45,42201,488,2015,Kepler CCD Array,0
138,HAT-P-11,b,Transit,4.8878162,0.053,0.198,88.5,0.081,Mass,0.422,1.33,1,0,1,38,9.472,V (Johnson),4780,0.81,0.75,41773,878,2008,2K CCD Sensor,0
2041,Kepler-318,b,Transit,4.662715,0.056,,,,,0.42,,1,0,1,,13.297,Kepler-band,5746,1.05,1.19,41773,,2014,Kepler CCD Array,0
2267,Kepler-405,c,Transit,29.726682,0.188,,,,,0.416,,1,0,1,,15.855,Kepler-band,5818,,0.89,41773,,2014,Kepler CCD Array,0
1766,Kepler-222,c,Transit,10.08881,0.091,,,,,0.414,,1,0,1,,15.063,Kepler-band,5433,,0.87,41773,,2014,Kepler CCD Array,0
2362,Kepler-47,c,Transit,303.137,0.991,0.411,89.825,28,Mass,0.411,,1,0,1,1500,15.178,Kepler-band,5636,1.05,0.96,41773,,2012,Kepler CCD Array,0
679,K2-19,c,Transit,11.90727,0.1001,,88.92,0.05003,Mass,0.402,0.94,0,1,1,291,13.002,V (Johnson),5390,0.95,0.91,42327,,2015,Kepler CCD Array,0
1847,Kepler-25,c,Transit,12.7204,0.11,,,4.16,Mass,0.401,,1,0,1,,10.734,Kepler-band,6270,1.19,1.31,41773,,2011,Kepler CCD Array,0
2078,Kepler-33,f,Transit,41.02902,0.2535,0,89.17,,,0.398,,1,0,1,,13.988,Kepler-band,5904,1.29,1.82,41773,,2011,Kepler CCD Array,0
2279,Kepler-413,b,Transit,66.262,0.3553,0.1181,89.929,0.211,Mass,0.388,3.2,1,0,1,,15.52,Kepler-band,4700,0.82,0.78,41773,,2014,Kepler CCD Array,0
745,KOI-94,c,Transit,10.423648,0.1013,0.43,88.36,0.049,Mass,0.385,0.91,1,0,1,,12.205,Kepler-band,6182,1.28,1.52,41773,1012,2013,Kepler CCD Array,0
2206,Kepler-38,b,Transit,105.599,0.4632,0.032,89.442,0.384,Mass,0.384,,1,0,1,600,13.941,Kepler-band,5623,0.94,1.75,41773,475,2012,Kepler CCD Array,0
2155,Kepler-359,c,Transit,57.68802,0.307,,,,,0.384,,1,0,1,,15.886,Kepler-band,6248,1.07,1.09,41773,,2014,Kepler CCD Array,0
1792,Kepler-230,b,Transit,32.625555,0.191,,,,,0.38,,1,0,1,,15.082,Kepler-band,5588,,0.82,41773,,2014,Kepler CCD Array,0
1395,Kepler-149,b,Transit,29.198943,0.184,,,,,0.376,,1,0,1,,14.001,Kepler-band,5381,,0.95,41773,,2014,Kepler CCD Array,0
890,Kepler-11,e,Transit,31.9996,0.195,0.012,88.89,0.025,Mass,0.374,0.58,1,0,1,613,14.2,V (Johnson),5663,0.96,1.06,41773,,2010,Kepler CCD Array,0
2295,Kepler-421,b,Transit,704.1984,1.219,0.041,89.965,,,0.371,,1,0,1,320,13.354,Kepler-band,5308,0.79,0.76,41843,185,2014,Kepler CCD Array,0
2036,Kepler-315,c,Transit,265.469335,0.791,,,,,0.37,,1,0,1,,15.321,Kepler-band,5796,0.78,1.04,41773,,2014,Kepler CCD Array,0
1839,Kepler-247,c,Transit,9.439452,0.084,,,,,0.365,,1,0,1,,15.067,Kepler-band,5100,,0.77,41773,,2014,Kepler CCD Array,0
1927,Kepler-278,b,Transit,30.160546,0.207,,,,,0.363,,1,0,1,,11.584,Kepler-band,4991,,2.94,41773,,2014,Kepler CCD Array,0
1842,Kepler-248,c,Transit,16.239494,0.123,,,,,0.363,,1,0,1,,15.258,Kepler-band,5190,,0.83,41773,,2014,Kepler CCD Array,0
,Uranus,,,,19.1914,,,,,0.363,,,,,,,,5778,,,,,,,1
1874,Kepler-258,b,Transit,13.19722,0.103,,,,,0.362,,1,0,1,,15.223,Kepler-band,4942,0.8,0.92,41773,,2014,Kepler CCD Array,0
2000,Kepler-302,b,Transit,30.184104,0.193,,,,,0.362,,1,0,1,,15.505,Kepler-band,5740,,1.22,41773,,2014,Kepler CCD Array,0
1785,Kepler-228,d,Transit,11.094286,0.101,,,,,0.36,,1,0,1,,15.714,Kepler-band,6043,,1.01,41773,,2014,Kepler CCD Array,0
2077,Kepler-33,e,Transit,31.7844,0.2138,0,88.94,,,0.359,,1,0,1,,13.988,Kepler-band,5904,1.29,1.82,41773,,2011,Kepler CCD Array,0
2156,Kepler-359,d,Transit,77.095691,0.372,,,,,0.358,,1,0,1,,15.886,Kepler-band,6248,1.07,1.09,41773,,2014,Kepler CCD Array,0
2250,Kepler-4,b,Transit,3.21346,0.0456,0,89.76,0.077,Mass,0.357,1.91,1,0,1,550,12.7,V (Johnson),5857,1.22,1.49,41773,1650,2009,Kepler CCD Array,0
1905,Kepler-27,b,Transit,15.3348,0.118,,,9.11,Mass,0.357,,1,0,1,,15.855,Kepler-band,5400,0.65,0.59,41773,,2011,Kepler CCD Array,0
1397,Kepler-149,d,Transit,160.018032,0.571,,,,,0.353,,1,0,1,,14.001,Kepler-band,5381,,0.95,41773,,2014,Kepler CCD Array,0
1840,Kepler-247,d,Transit,20.477912,0.14,,,,,0.352,,1,0,1,,15.067,Kepler-band,5100,,0.77,41773,,2014,Kepler CCD Array,0
1642,Kepler-178,d,Transit,96.678988,0.397,,,,,0.352,,1,0,1,,14.598,Kepler-band,5676,,1.07,41773,,2014,Kepler CCD Array,0
,Neptune,,,,30.0611,,,,,0.352,,,,,,,,5778,,,,,,,1
1992,Kepler-30,b,Transit,29.33434,0.18,0.042,90.179,0.036,Mass,0.348,1.02,1,0,1,1400,15.403,Kepler-band,5498,0.99,0.95,41773,,2012,Kepler CCD Array,0
2023,Kepler-31,d,Transit,87.6451,0.4,,,6.8,Mass,0.348,,1,0,1,2100,15.237,Kepler-band,6340,1.21,1.22,42453,,2014,Kepler CCD Array,0
1897,Kepler-266,c,Transit,107.723601,0.457,,,,,0.347,,1,0,1,,15.59,Kepler-band,5885,0.99,1.03,41773,,2014,Kepler CCD Array,0
2177,Kepler-368,c,Transit,72.379334,0.36,,,,,0.346,,1,0,1,,12.848,Kepler-band,5502,0.71,2.02,41773,,2014,Kepler CCD Array,0
1861,Kepler-254,b,Transit,5.826662,0.064,,,,,0.345,,1,0,1,,15.843,Kepler-band,5957,,0.91,41773,,2014,Kepler CCD Array,0
1788,Kepler-229,d,Transit,41.194912,0.22,,,,,0.343,,1,0,1,,15.841,Kepler-band,5120,,0.73,41773,,2014,Kepler CCD Array,0
1972,Kepler-293,c,Transit,54.155743,0.286,,,,,0.342,,1,0,1,,15.368,Kepler-band,5804,1.01,0.96,41773,,2014,Kepler CCD Array,0
1797,Kepler-232,c,Transit,11.379349,0.101,,,,,0.342,,1,0,1,,15.367,Kepler-band,5847,,0.97,41773,,2014,Kepler CCD Array,0
2035,Kepler-315,b,Transit,96.101141,0.402,,,,,0.336,,1,0,1,,15.321,Kepler-band,5796,0.78,1.04,41773,,2014,Kepler CCD Array,0
2776,Kepler-79,c,Transit,27.4029,0.187,0.03,89.48,0.019,Mass,0.332,0.62,1,0,1,,13.914,Kepler-band,6174,1.17,1.3,42439,,2012,Kepler CCD Array,0
1356,Kepler-146,b,Transit,31.158799,0.2,,,,,0.331,,1,0,1,,13.838,Kepler-band,5948,,1.21,41773,,2014,Kepler CCD Array,0
1800,Kepler-234,b,Transit,2.711506,0.04,,,,,0.33,,1,0,1,,15.541,Kepler-band,6224,,1.11,41773,,2014,Kepler CCD Array,0
1767,Kepler-222,d,Transit,28.081912,0.18,,,,,0.329,,1,0,1,,15.063,Kepler-band,5433,,0.87,41773,,2014,Kepler CCD Array,0
1410,Kepler-150,c,Transit,7.381998,0.073,,,,,0.329,,1,0,1,,14.985,Kepler-band,5560,,0.94,41773,,2014,Kepler CCD Array,0
2158,Kepler-36,c,Transit,16.23855,0.1283,0.033,89.98,0.025,Mass,0.328,0.89,1,0,1,470,11.866,Kepler-band,5911,1.07,1.63,41773,928,2012,Kepler CCD Array,0
2042,Kepler-318,c,Transit,11.815007,0.105,,,,,0.328,,1,0,1,,13.297,Kepler-band,5746,1.05,1.19,41773,,2014,Kepler CCD Array,0
1732,Kepler-210,c,Transit,7.972513,0.07,,,,,0.323,,1,0,1,,13.822,Kepler-band,4559,,0.65,41773,,2014,Kepler CCD Array,0
